stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
42.582162,0,5469,-84.45211,,,,W COLUMBIA ST & MECHANIC ST,EBD Columbia past Cedar,0,5469,
42.737373,0,1627,-84.557326,,,,W SHIAWASSEE ST & N WALNUT ST,WBD Shiawassee past Walnut,0,1627,
42.711873,0,6093,-84.537152,,,,0 E MOUNT HOPE AVE & S PENNSYLVANIA AVE,EBD Mt. Hope past Pennsylvania,0,6093,
42.711874,0,6092,-84.54021,,,,0 E MOUNT HOPE AVE & DONORA ST,EBD Mt. Hope before Donora,0,6092,
42.704545,0,6095,-84.507234,,,,0 FOREST RD & TRUDY LN,EBD Forest before Staten,0,6095,
42.711851,0,6094,-84.530128,,,,0 E MOUNT HOPE AVE & LINDBERGH DR,EBD Mt. Hope past Lindbergh,0,6094,
42.704697,0,6097,-84.506595,,,,0 FOREST RD & S US 127,WBD Forest before Staten,0,6097,
42.729979,0,2898,-84.487707,,,,CHESTNUT RD & SCIENCE RD,SBD Chestnut Rd before Dem. Hall,0,2898,
42.726445,0,1700,-84.451835,,,,E GRAND RIVER AVE & DAWN AVE,EBD Gr. River before Dawn,0,1700,
42.725493,0,1701,-84.448483,,,,E GRAND RIVER AVE,EBD Gr. River Ave before Park Lake,0,1701,
42.72431,0,1702,-84.44096,,,,W GRAND RIVER AVE & CANADIAN NATIONAL RAILWAY,EBD Gr. River Ave before Small Acre,0,1702,
42.72337,0,1703,-84.43544,,,,W GRAND RIVER AVE & MONTROSE AVE,EBD Gr. River Ave past Nakoma Dr,0,1703,
42.72272,0,1704,-84.43155,,,,W GRAND RIVER AVE & GRANDVIEW AVE,EBD Gr. River Ave after Grand View,0,1704,
42.72196,0,1705,-84.42705,,,,W GRAND RIVER AVE & OKEMOS MEIJER LOT,EBD Gr. River Ave past Okemos Rd,0,1705,
42.71995,0,1706,-84.42464,,,,OKEMOS MEIJER LOT & OKEMOS MEIJER LOT,Okemos Meijer,0,1706,
42.664721,0,4738,-84.576033,,,,GEORGETOWN BLVD & YUNKER ST,WBD Georgetown past Haag,0,4738,
42.69975,0,3417,-84.53817,,,,S PENNSYLVANIA AVE & ALDEN DR,SBD Pennsylvania past Alden Dr,0,3417,
42.69671,0,4390,-84.53797,,,,S PENNSYLVANIA AVE & VERNON AVE,NBD Pennsylvania at Vernon Ave,0,4390,
42.712037,0,5919,-84.583719,,,,W MOUNT HOPE AVE & PLEASANT GROVE RD,EBD Mt Hope before Pleasant Grove,0,5919,
42.762043,0,1669,-84.502023,,,,,Meijer Lake Lansing Boarding Center (East Side),0,1669,
42.730539,0,4526,-84.474244,,,,PHYSICS RD,NBD Physics before Dormitory Rd,0,4526,
42.71997,0,5917,-84.424644,,,,OKEMOS MEIJER LOT,Rt 22 WBD at Meijer,0,5917,
42.719754,0,5911,-84.46203,,,,S HAGADORN RD & CANADIAN NATIONAL RAILWAY,NBD Hagadorn past Hannah Blvd,0,5911,
42.762043,0,5910,-84.501999,,,,MEIJER LAKE LANSING LOT,Meijer Lake Lansing Boarding center (west side),0,5910,
42.730086,0,1661,-84.47788,,,,FARM LN & E CIRCLE DR,SBD Farm Ln before Auditorium Rd,0,1661,
42.730821,0,1660,-84.476642,,,,E CIRCLE DR & AUDITORIUM RD,SBD Farm past E Circle Dr,0,1660,
42.767553,0,3772,-84.593738,,,,N GRAND RIVER AVE & YOUNG AVE,EBD Grand River past Young Ave,0,3772,
42.768305,0,3771,-84.596442,,,,N GRAND RIVER AVE & SHEFFER AVE,EBD Grand River before Sheffer Av,0,3771,
42.769164,0,3770,-84.599539,,,,N GRAND RIVER AVE & N WAVERLY RD,EBD Grand River past Waverly,0,3770,
42.765495,0,3777,-84.586302,,,,N GRAND RIVER AVE & BENTON BLVD,EBD Grand River past Grandell Av,0,3777,
42.751002,0,4841,-84.462461,,,,N HAGADORN RD & FORTUNE DR,SBD Hagadorn past Crestwood,0,4841,
42.712132,0,6103,-84.56229,,,,0 W MOUNT HOPE AVE & S RUNDLE AVE,WBD Mt. Hope past Beal,0,6103,
42.711742,0,195,-84.458975,,,,E MOUNT HOPE RD & JANICE LEE DR,EBD Mt Hope past Hagadorn,0,195,
42.758653,0,4835,-84.462729,,,,BIRCH ROW DR & N HAGADORN RD,EBD Birch Row past Hagadorn,0,4835,
42.763364,0,3779,-84.578892,,,,N GRAND RIVER AVE & DELTA ST,EBD Grand River past Delta River,0,3779,
42.764725,0,3778,-84.583611,,,,N GRAND RIVER AVE & BENTON BLVD,EBD Grand River past Benton Blvd,0,3778,
42.727464,0,191,-84.498459,,,,UNIVERSITY VLG & UNIVERSITY VILLAGE ENTRANCE,University Village,0,191,
42.722561,0,2890,-84.478053,,,,FARM LN,SBD Farm past Wilson,0,2890,
42.68443,0,4471,-84.506548,,,,BEAU JARDIN DR & TRAPPERS COVE TRL,EBD Beau Jardin past Belle Chase,0,4471,
42.740384,0,3679,-84.577055,,,,N VERLINDEN AVE & N GENESEE ST,NBD Verlinden past Genesee Dr,0,3679,
42.747881,0,1144,-84.483637,,,,1400 ABBOT RD & E SAGINAW ST,NBD Abbot past Saginaw,0,1144,
42.730021,0,4650,-84.508737,,,,E KALAMAZOO ST & S HOMER ST,WBD Kalamazoo past Clippert,0,4650,
42.669369,0,4558,-84.556248,,,,W MILLER RD & ELLENDALE DR,WBD Miller past Ellendale Dr,0,4558,
42.669352,0,4559,-84.558776,,,,W MILLER RD & HILLIARD RD,WBD Miller past Hilliard Rd,0,4559,
42.733782,0,3672,-84.591159,,,,W MICHIGAN AVE & N DEERFIELD AVE,EBD Michigan at Brynford Ave,0,3672,
42.733791,0,3673,-84.587105,,,,W MICHIGAN AVE & ALGER ST,EBD Michigan past Rosemary Ave,0,3673,
42.733791,0,3670,-84.597621,,,,W MICHIGAN AVE & STONER RD,EBD Michigan past Stoner Rd,0,3670,
42.733764,0,3671,-84.593972,,,,W MICHIGAN AVE & BON AIR RD,EBD Michigan past Bon Air Rd,0,3671,
42.735024,0,3676,-84.577032,,,,N VERLINDEN AVE & FORBES ST,NBD Verlinden past Inverness Av,0,3676,
42.737344,0,3677,-84.577014,,,,N VERLINDEN AVE & S GENESEE DR,NBD Verlinden past Shiawassee St,0,3677,
42.733781,0,3674,-84.584833,,,,W MICHIGAN AVE & HATHAWAY ST,EBD Michigan past Hathaway St,0,3674,
42.733781,0,3675,-84.581332,,,,W MICHIGAN AVE & N VERLINDEN AVE,EBD Michigan past Clare St,0,3675,
42.743119,0,2543,-84.493572,,,,940 N HARRISON RD & NORTHLAWN ST,NBD Harrison past Northlawn St,0,2543,
42.740596,0,2542,-84.493539,,,,720 N HARRISON RD & SOUTHLAWN AVE,NBD Harrison past Wildwood Dr,0,2542,
42.682977,0,3384,-84.514602,,,,E JOLLY RD & DUNCKEL RD,WBD Jolly past Dunckel Rd,0,3384,
42.686892,0,3385,-84.523351,,,,AURELIUS RD & IRENE ST,NBD Aurelius past Irene St,0,3385,
42.753491,0,2547,-84.493458,,,,1800 N HARRISON RD & BLANCHETTE DR,NBD Harrison past Blanchette Dr,0,2547,
42.751468,0,2546,-84.493498,,,,1620 N HARRISON RD & DARLINGTON AVE,NBD Harrison past Gainsborough Dr,0,2546,
42.684441,0,3380,-84.509408,,,,3029 BEAU JARDIN DR & FIVE OAKS DR,EBD Beau Jardin before Belle Chase,0,3380,
42.68493,0,3381,-84.504731,,,,TRAPPERS COVE TRL & BEAU JARDIN DR,NBD Trappers Cove past Beau Jardin,0,3381,
42.75843,0,2549,-84.493475,,,,2210 N HARRISON RD & TARLETON AVE,NBD Harrison past Tarleton Ave,0,2549,
42.755343,0,2548,-84.493505,,,,1900 N HARRISON RD & CROWN BLVD,NBD Harrison Rd at Crown Blvd,0,2548,
42.673038,0,5795,-84.504354,,,,ENGLISH OAK DR & PINE TREE RD,WBD English Oak past Pinetree,0,5795,
42.695062,0,3388,-84.523317,,,,AURELIUS RD & GREENWICH CT,NBD Aurelius past Irvington Ave,0,3388,
42.696703,0,3389,-84.515544,,,,STONELEIGH DR & CALLIHAN CT,EBD Stoneleigh past Prov. House,0,3389,
42.743283,0,2385,-84.524004,,,,E GRAND RIVER AVE & WOOD ST,WBD Grand River past Wood St,0,2385,
42.743317,0,2384,-84.521596,,,,E GRAND RIVER AVE & N FOSTER AVE,WBD Grand River past Fairview,0,2384,
42.746284,0,3747,-84.552051,,,,N WASHINGTON AVE & E GRAND RIVER AVE,NBD Washington past Maple St,0,3747,
42.725455,0,2442,-84.536452,,,,PENNSYLVANIA/MAIN CONNECTOR & E JOLLY RD,EBD Malcolm X past S Pennsylvania Ave,0,2442,
42.75962,0,2525,-84.48362,,,,Abbot Rd & E Lake Lansing Rd,NBD Abbot past W Lake Lansing Rd,0,2525,
42.74372,0,3583,-84.540098,,,,E OAKLAND AVE & PRUDDEN ST,WBD Oakland past Ballard St,0,3583,
42.745712,0,2446,-84.553808,,,,N CAPITOL AVE & W MAPLE ST,SBD Capitol before Kilborn St,0,2446,
42.74179,0,3585,-84.546574,,,,N CEDAR ST & MONROE ST,SBD Cedar before E Saginaw St,0,3585,
42.73743,0,3586,-84.567547,,,,W SHIAWASSEE ST & N MARTIN LUTHER KING JR BLVD,WBD Shiawassee past MLK Blvd,0,3586,
42.737439,0,3587,-84.570238,,,,W SHIAWASSEE ST & HOWE ST,WBD Shiawassee past Carey St,0,3587,
42.737422,0,3588,-84.571884,,,,W SHIAWASSEE ST & WESTMORELAND AVE,WBD Shiawassee past Westmoreland,0,3588,
42.733827,0,3669,-84.60219,,,,W MICHIGAN AVE & CLEMENT RD,EBD Michigan past Waverly Rd,0,3669,
42.723127,0,4219,-84.470805,,,,WILSON RD & FARM LN,EBD Wilson past Bogue,0,4219,
42.735972,0,5823,-84.509233,,,,VINE ST & N HOMER ST,EBD Vine past Homer,0,5823,
42.740876,0,3690,-84.52365,,,,E SAGINAW ST & N CLEMENS AVE,EBD Saginaw before Clemens Ave,0,3690,
42.718215,0,5670,-84.411139,,,,1729 W GRAND RIVER AVE & COUNTRY WAY DR E,WBD Grand River past Dobie,0,5670,
42.7158,0,5672,-84.399552,,,,W GRAND RIVER AVE & PADDOCK DR,EBD Gr River past Paddock Farms,0,5672,
42.684992,0,5673,-84.534536,,,,TRANTER ST & CATA HEADQUARTERS,NBD Tranter past Rensen,0,5673,
42.721095,0,3836,-84.531015,,,,PERKINS ST & DAKIN ST,WBD Perkins past Dakin St,0,3836,
42.73721,0,4359,-84.53977,,,,E SHIAWASSEE ST & HAAG CT,WBD Shiawassee at Haag Ct,0,4359,
42.711333,0,1809,-84.552945,,,,S WASHINGTON AVE & Mt Hope,NBD Washington before Mt Hope A,0,1809,
42.665669,0,5678,-84.542444,,,,EDGEWOOD BLVD & CEDAR CONN/CEDAR RAMP,WBD Edgewood past Cedar,0,5678,
42.665008,0,5679,-84.544138,,,,EDGEWOOD BLVD & PARIS AVE,WBD Edgewood past Amwood,0,5679,
42.682631,0,6003,-84.561936,,,,,WBD Jolly before Washington,0,6003,
42.730068,0,2046,-84.527641,,,,E KALAMAZOO ST & LATHROP ST,WBD Kalamazoo past Allen St,0,2046,
42.712971,0,4812,-84.480464,,,,COMMUTER LOT 89,Commuter Lot 89-3,0,4812,
42.688371,0,4428,-84.607735,,,,SEAWAY DR & GLENBURNE BLVD,SBD Seaway before Burneway Dr,0,4428,
42.68659,0,4429,-84.60566,,,,BURNEWAY DR & GLENBURNE BLVD,EBD Burneway past Seaway Dr,0,4429,
42.758457,0,2523,-84.475935,,,,E LAKE LANSING RD & BIRCH ROW DR,WBD Lake Lansing past Towar Ave,0,2523,
42.729081,0,5579,-84.549167,,,,CHERRY ST & E LENAWEE ST,SBD Cherry past Kalamazoo,0,5579,
42.729982,0,5578,-84.521717,,,,E KALAMAZOO ST & S MAGNOLIA AVE,WBD Kalamazoo past Magnolia,0,5578,
42.627017,0,33,-84.522224,,,,DAVLIND DR & AURELIUS RD,WBD Davlind before Aurelius,0,33,
42.741136,0,1842,-84.61713,,,,E SAGINAW HWY & THEO AVE,WBD Saginaw past Maycroft Rd,0,1842,
42.735887,0,4819,-84.480647,,,,MAC AVE & MARIOTT SERVICE DRIVE,NBD MAC past Albert,0,4819,
42.741173,0,1840,-84.609636,,,,E SAGINAW HWY & CLARK RD,WBD Saginaw past Clark Rd,0,1840,
42.74094,0,1847,-84.630626,,,,S SERVICE DR & K MART LOT,EBD Saginaw past Mall Dr,0,1847,
42.681355,0,36,-84.547934,,,,S CEDAR ST,NBD Cedar before Jolly,0,36,
42.745439,0,1845,-84.623004,,,,W MALL DR & E MALL DR,WBD Mall Dr W after Elmwood Rd,0,1845,
42.741502,0,1844,-84.622364,,,,ELMWOOD RD & IRIS AVE,NBD Elmwood past Saginaw St,0,1844,
42.75742,0,6076,-84.483843,,,,,SBD Abbot before Asher,0,6076,
42.759266,0,6075,-84.48631,,,,,EBD Lake Lansing before Asher Ct,0,6075,
42.721706,0,3091,-84.424861,,,,W GRAND RIVER AVE & W OTTAWA ST,WBD Gr. River past Mall Entrance,0,3091,
42.669342,0,6073,-84.533163,,,,,WBD Miller past Beechfield,0,6073,
42.66919,0,6072,-84.532881,,,,,EBD Miller before Beechfield,0,6072,
42.722707,0,6071,-84.46243,,,,,SBD Hagadorn before Wilson,0,6071,
42.726578,0,5983,-84.612778,,,,E ST JOE HWY & CHESLEY ST,EBD St Joseph past Chesley,0,5983,
42.707987,0,1807,-84.55571,,,,S WASHINGTON AVE & W ROCKFORD RD,NBD Washington past Rockford R,0,1807,
42.63309,0,1937,-84.54305,,,,N EIFERT RD & WILCOX RD,SBD Eifert past Wilcox,0,1937,
42.702396,0,5817,-84.342482,,,,E GRAND RIVER AVE & BURKLEY RD,WBD Grand River before Burkley Rd,0,5817,
42.734152,0,2616,-84.462236,,,,N HAGADORN RD & CAHILL DR,SBD Hagadorn past Albert Ave,0,2616,
42.736505,0,2615,-84.462256,,,,N HAGADORN RD & LINDEN ST,SBD Hagadorn past Beech St,0,2615,
42.73842,0,2614,-84.462301,,,,587 N HAGADORN RD & SNYDER RD,SBD Hagadorn past Snyder Rd,0,2614,
42.729928,0,3805,-84.517286,,,,E KALAMAZOO ST & S FOSTER AVE,EBD Kalamazoo past Foster,0,3805,
42.72993,0,3804,-84.519731,,,,E KALAMAZOO ST & S HAYFORD AVE,EBD Kalamazoo past S Magnolia Av,0,3804,
42.721342,0,3801,-84.523769,,,,REGENT ST & WALSH ST,NBD Regent past Perkins St,0,3801,
42.687839,0,2736,-84.292767,,,,W GRAND RIVER AVE & McCormick,WBD Grand River past McCormick,0,2736,
42.723427,0,3802,-84.52373,,,,REGENT ST & WALSH ST,NBD Regent before Malcolm X St,0,3802,
42.693641,0,1777,-84.606717,,,,SHEFFIELD BLVD & BAYVIEW DR,WBD Sheffield past Bayview Dr,0,1777,
42.633003,0,3299,-84.541439,,,,WILCOX RD & TUPELO TRL,EBD Wilcox past Eifert Rd,0,3299,
42.69696,0,1908,-84.54811,,,,S CEDAR ST & E HOLMES RD,SBD Cedar past E Holmes Rd,0,1908,
42.69407,0,1909,-84.54812,,,,S CEDAR ST & E ROUSE ST,SBD Cedar past E Rouse St,0,1909,
42.70165,0,1906,-84.548113,,,,S CEDAR ST & PARIS AVE,SBD Cedar past Paris Ave,0,1906,
42.734189,0,168,-84.49361,,,,117 N HARRISON RD & ELM ST,SBD Harrison before Michigan,0,168,
42.70463,0,1905,-84.54809,,,,S CEDAR ST & E WILLARD AVE,SBD Cedar past E Greenlawn Ave,0,1905,
42.710266,0,1902,-84.548119,,,,,SBD Cedar past E Mt Hope Ave,0,1902,
42.71387,0,1901,-84.54722,,,,S CEDAR ST & past Isbell,SBD Cedar past Isbell St,0,1901,
42.683019,0,3452,-84.578642,,,,W JOLLY RD & CHRISTIANSEN RD,EBD Jolly past Hughes Rd,0,3452,
42.683018,0,3453,-84.57275,,,,W JOLLY RD & TRESSA DR,EBD Jolly at Tressa Dr,0,3453,
42.68302,0,3450,-84.585197,,,,W JOLLY RD & RICHMOND ST,EBD Jolly past Sidney St,0,3450,
42.683011,0,3451,-84.58203,,,,W JOLLY RD & PLEASANT GROVE RD,EBD Jolly past Pleasant Grove Rd,0,3451,
42.690292,0,3456,-84.567493,,,,S MARTIN LUTHER KING JR BLVD & PIERCE RD,NBD MLK past Pierce Rd,0,3456,
42.694363,0,3457,-84.567442,,,,S MARTIN LUTHER KING JR BLVD & LEGRAND DR,NBD MLK past Le Grand Dr,0,3457,
42.687518,0,3455,-84.567556,,,,S MARTIN LUTHER KING JR BLVD & VINCENT CT,NBD MLK past Vincent Ct,0,3455,
42.760748,0,5704,-84.528425,,,,LAKE LANSING RD & WOOD ST,WBD Lake Lansing before Chamberlain,0,5704,
42.757892,0,5705,-84.534815,,,,LAKE LANSING RD & COMMONWEALTH AVE,WBD Lake Lansing before Commonwealt,0,5705,
42.696484,0,3458,-84.567331,,,,S MARTIN LUTHER KING JR BLVD & WARWICK DR,NBD MLK before Holmes Rd,0,3458,
42.698237,0,3459,-84.567257,,,,S MARTIN LUTHER KING JR BLVD & SOUTHLAND ST,NBD MLK past Holmes Rd,0,3459,
42.761099,0,5700,-84.52299,,,,WOOD ST & LAKE LANSING RD,NBD Wood past Lake Lansing,0,5700,
42.760766,0,5703,-84.524918,,,,LAKE LANSING RD & WOOD ST,WBD Lake Lansing past Wood,0,5703,
42.725459,0,3636,-84.577096,,,,EVERETT DR & WILLIAM ST,NBD Everett before Malcolm X,0,3636,
42.725017,0,3899,-84.493967,,,,S HARRISON RD & LILAC AVE,SBD Harrison before Lilac Ave,0,3899,
42.683063,0,2684,-84.420653,,,,JOLLY RD & SUMMERGATE LN,WBD Jolly past Fairhills Dr,0,2684,
42.748256,0,3893,-84.493687,,,,N HARRISON RD & WOODINGHAM DR,SBD Harrison past Woodingham Dr,0,3893,
42.755075,0,3890,-84.49364,,,,N HARRISON RD & CROWN BLVD,SBD Harrison past Crown Blvd,0,3890,
42.740605,0,3896,-84.493686,,,,N HARRISON RD & SOUTHLAWN AVE,SBD Harrison before Wildwood Dr,0,3896,
42.687675,0,2682,-84.410299,,,,DOBIE RD & ALGOMA DR,NBD Dobie past Algoma Dr,0,2682,
42.743155,0,3895,-84.493719,,,,N HARRISON RD & NORTHLAWN ST,SBD Harrison before Northlawn St,0,3895,
42.68806,0,2738,-84.30314,,,,W GRAND RIVER AVE & Corwin,WBD Grand River past Corwin Rd,0,2738,
42.73373,0,1730,-84.50243,,,,MICHIGAN AVE & MORGAN LN,WBD Michigan past Friendship Cir,0,1730,
42.749369,0,2630,-84.408536,,,,MARSH RD & LAKE DR,SBD Marsh past W Lake Dr,0,2630,
42.705628,0,3483,-84.567708,,,,S MARTIN LUTHER KING JR BLVD & VICTOR AVE,SBD MLK past Rundle Ave,0,3483,
42.640176,0,4774,-84.519842,,,,W HOLT RD & ELM ST,EBD Holt Rd. past Elm,0,4774,
42.64036,0,4772,-84.53684,,,,W HOLT RD & N EIFERT RD,WBD Holt Rd. past Wyndam Hills,0,4772,
42.640142,0,4773,-84.522823,,,,W HOLT RD & AURELIUS RD,EBD Holt Rd past Aurelius,0,4773,
42.6403,0,4770,-84.53041,,,,W HOLT RD & JEFFERSON ST,WBD Holt Road past Dean,0,4770,
42.640362,0,4771,-84.53325,,,,W HOLT RD & PAGEANT WAY,WBD Holt Rd. past Hamilton,0,4771,
42.683199,0,5638,-84.601069,,,,W JOLLY RD & WEXFORD RD,WBD Jolly before Waverly Road,0,5638,
42.746849,0,96,-84.461769,,,,HASLETT RD & GREENCREST AVE,EBD Haslett past Hagadorn,0,96,
42.719395,0,5951,-84.469903,,,,S SERVICE RD,Lot 92 - MSU Clinical Center,0,5951,
42.72202,0,1990,-84.54532,,,,S CEDAR ST & E ELM ST,NBD Cedar past E Elm St,0,1990,
42.725601,0,5953,-84.475468,,,,RAMP 1,Ramp 1 Bay 2,0,5953,
42.725601,0,5952,-84.475468,,,,RAMP 1,Ramp 1 Bay 1,0,5952,
42.722033,0,4079,-84.488616,,,,WILSON RD & WILSON RD,WBD Wilson past Chestnut Rd,0,4079,
42.737355,0,1626,-84.555078,,,,W SHIAWASSEE ST & N CAPITOL AVE,WBD Shiawassee before Seymour St,0,1626,
42.73747,0,1625,-84.55213,,,,,WBD Shiawassee St at Washington Ave,0,1625,
42.737164,0,1624,-84.545717,,,,E SHIAWASSEE ST & N CEDAR ST,EBD Shiawassee past Cedar St,0,1624,
42.725601,0,5959,-84.475468,,,,RAMP 1,Ramp 1 Bay 8,0,5959,
42.725601,0,5958,-84.475468,,,,RAMP 1,Ramp 1 Bay 7,0,5958,
42.724194,0,4077,-84.482533,,,,RED CEDAR RD & ELM ST,SBD Red Cedar before Wilson,0,4077,
42.737366,0,4070,-84.49358,,,,365 N HARRISON RD & HUNTINGTON RD,SBD Harrison past Grand River,0,4070,
42.741153,0,3208,-84.620165,,,,E SAGINAW HWY & IRIS AVE,WBD Saginaw before Mall Dr E,0,3208,
42.677993,0,5797,-84.513614,,,,DUNCKEL RD & PINE TREE RD,NBD Dunckel before Legacy (Trinity),0,5797,
42.672969,0,5796,-84.507643,,,,ENGLISH OAK DR & PINE TREE RD,WBD English Oak before Spanish Oak,0,5796,
42.753882,0,3964,-84.416585,,,,LAKE LANSING RD & BAYONNE AVE,EBD Lake Lansing past Bayonne Ave,0,3964,
